Id;Typ;Namn;Undertyp;Nivå;Säljvärde;Stats;Krav;Effekter;Yrke;Material;Föremål;Mynt;Tid;Handlare;Loot;Kategorier;Beskrivning
1003;jewelry;Människans gnista;Neck;10+;;Kritchans 0-1%;Kräver att du är av rasen människa;+1% Perfekt träff, +4 Initiativstyrka;;;;;;;;;Ett enkelt men kraftfullt halssmycke, smitt av silver från Sandhems gruvor och välsignat av de gamla templens präster. Människans Vilja förstärker bärarens beslutsamhet och ger styrka i både ord och handling. När allt annat sviktar, står viljan kvar.
977;armor;Tvåstegsstövlar;Feet;10+;;Block 3 · Träffchans +-50 · Vikt 1;-;+15 Initiativstyrka;;;;;;;;;Nedlims egen farfar, med om möjligt en ännu större kärlek till portvin än Nedlim själv var lite av en lokalkändis i det kvarter där Nedlim växte upp. Dag in och dag ut arbetade han i sin verkstad på sin farkost som han sa skulle kunna ta honom ut ur atmosfären. Detta tills en dag då hela verkstaden gick upp i rak. I sin iver verkade den gamle mannen ha dragit i fel spak alldeles för tidigt. Något som lärde kvarterets invånare att utomatmosfäriska farkoster aldrig ska stressas utan alltid byggas i två steg. Dessa stövlar är det enda som Nedlim har kvar som minne efter sin farfar, nu tillgängliga för auktionens deltagare. För en saftig slant såklart.
980;jewelry;Glädjemantel;Back;10+;;Vikt 1;-;+7 Styrka;;;;;;;;;En mörkt skimrande mantel som tycks viska av skadeglädje i vinden. Dess magi stärker bäraren varje gång en fiende misslyckas, som om den livnär sig på andras olycka. En plagg för den som njuter av att se motståndare snubbla på sin egen stolthet.
325;jewelry;Själasten;Neck;10+;200;Kritchans 0-2%;-;+1% Perfekt träff;;;;;;;;;Halsbandet går inte att öppna, det har liksom svetsat sig fast vid din hals och alla försök att får bort det gör att hela kroppen viker sig av smärta.
1020;jewelry;Trollets hjärtslag;Neck;10+;;Kritchans 0-1%;Kräver att du är av rasen troll;+1% Perfekt träff, +4 Uthållighet, +4 Ledarskap;;;;;;;;;Ett tungt smycke, ristat ur en förstenad rot från Tusenåriga skogen och omslutet av läder. Det pulserar svagt när faror närmar sig. Trollets Hjärta skänker tålighet bortom det vanliga - och ibland en glimt av urgammal visdom.
445;jewelry;Drakpendant;Neck;10+;;-;-;+2 Bashälsa, +1 Styrka, +1 Initiativstyrka, +2 Undvika anfall, +5 Inlärningsförmåga;Föremålssmide 4;2 x Drakfjäll;;0;1400;;;;Ett halsband dekorerat med fjäll från olika drakar, sägs ge bäraren en del av kraften från den drake vars fjäll använts.
898;armor;Visdommens läderhatt;Head;10+;;Block 1;-;+12 Inlärningsförmåga;;;;;;;;;En enkel, men ack så tjusig hatt.
1006;jewelry;Alvens viskning;Neck;10+;;Kritchans 0-1%;Kräver att du är av rasen alv;+1% Perfekt träff, +4 Undvika anfall, -5 Provokation;;;;;;;;;Format av månljus och vävd med hårstrån från skogens väktare, är detta halsband nästan viktlöst. Det bär på en stilla kraft - en närhet till naturens väsen och ett skydd mot världen. Alvernas Andetag viskar lugn till den rastlösa.
856;jewelry;Kallblodsamulett;Amulet;10+;200;-;Kräver att du är av rasen odöd, Kräver att du är av rasen salamanth;+2% Perfekt träff, +3 Initiativstyrka;;;;;;;;;En gammal amulett smidd av isglittrande metall och prydd med en djupblå safir. Den kyler bärarens sinne och kropp, vilket ger ökat fokus och lugn i intensiva situationer. Kallblodsamulett är mycket smärtsam att vidröra för alla med varmt blod i sina ådror. Den sägs ha skapats i de djupaste grottorna av Isvalla med hjälp av förbjuden magi i en olaglig blotceremoni.
924;jewelry;Förädlad svart amulett;Amulet;10+;200;-;Kräver att du är av rasen troll, Kräver att du är av rasen ork, Kräver att du är av rasen goblin;+2% Perfekt träff, +5 Bashälsa;;;;;;;;;Just detta exemplar av en svart amulett glänser och tycks ge bäraren extra egenskaper.
923;jewelry;Förädlad guldamulett;Amulet;10+;200;-;Kräver att du är av rasen människa, Kräver att du är av rasen alv, Kräver att du är av rasen dvärg;+2% Perfekt träff, +5 Undvika anfall;;;;;;;;;Guldamuletterna glänser alltid när solens ljus träffar dom. Kanske är det för att Beren alltid putsar de extra noga innan de säljs.Just detta exemplar glänser något alldeles extra och tycks ge bäraren extra egenskaper.
925;jewelry;Förädlad kallblodsamulett;Amulet;10+;175;-;Kräver att du är av rasen odöd, Kräver att du är av rasen salamanth;+2% Perfekt träff, +5 Initiativstyrka;;;;;;;;;En enklare amulett från vulkanön. Just detta exemplar glänser och tycks ge bäraren extra egenskaper.
1027;jewelry;Salamanthens värme;Neck;10+;;Kritchans 0-1% · Träffchans +1;Kräver att du är av rasen salamanth;+1% Perfekt träff, +1 Bashälsa, +2 Initiativstyrka;;;;;;;;;Ett smycke av vulkanisk sten och levande låga, format i det heta hjärtat av Vulkanön. Salamanths Glöd skyddar mot värme, förgiftning och rädsla. Den som bär det känner elden inombords och lämnar aska i sitt spår.
1059;jewelry;Björnkranium;Trinket;10+;500;-;-;+5 Styrka;;;;;;;;;Beprydd med noga inristade figurer. På vänster sida syns en kanin, och på höger sida en sovande sköldpadda.
1116;jewelry;Armskydd av silver;Bracelet;10+;;-;-;+3 Bashälsa, +2 Styrka, +1 Undvika anfall;;;;;;;;;Armskydd av silver är både ett skydd och ett hantverk i ett.
1204;armor;Axelskydd av pärlvaran;Shoulders;10+;;Block 3;60 Styrka;+1 Bashälsa, +1 Undvika anfall;;;;;;;;;Ett vackert axelskydd av välarbetat läder från en dräpt pärlvaran.
1207;armor;Mästersmidda Onkhvävsskor;Feet;10+;100;Block 3;80 Styrka;+2 Bashälsa;;;;;;;;;En mer välarbetad onkhväv av bättre kvalité, både till ursprung och hantverk.
10;consumable;Klarblått vatten;;10+;250;Varaktighet 90 · Cooldown 0 sekunder;Kräver att du är av rasen alv;+10 Undvika anfall;Alkemi 2;1 x Blodpint, 1 x Elementsav;;0;800;;;;I de djupaste alviska skogarna rinner det en bäck där vattnet har uppiggande egenskaper. Endast alver hittar till denna magiska plats.
8;consumable;Bärsärkardryck;;10+;80;Varaktighet 90 · Cooldown 0 sekunder;-;+5 Bashälsa, +5 Uthållighet, +5 Initiativstyrka, -10 Undvika anfall;Alkemi 2;1 x Elementsav;;0;500;;;;En dryck vars recept har färdats från ett fjärran land där krigare tror på evigt liv efter död i strid. Med denna mixtur i ditt blod så kommer du se rött och dina fiender kommer att känna din vrede.
19;consumable;Flytande blixtar;;10+;100;Varaktighet 90 · Cooldown 0 sekunder;-;+4% Perfekt träff, +4 Initiativstyrka;;;;;;;;;När du kikar in i den lilla flaskan ser det nästan ut som en åskstorm som rör sig inuti......
28;consumable;Blå drakessens;;10+;500;Varaktighet 90 · Cooldown 0 sekunder;-;+5 Bashälsa, +5 Styrka, +5 Uthållighet;Alkemi 5;1 x Drakklo, 1 x Drakfjäll;;0;1100;;;;Essensen av en blå drake utvunnen av en skicklig alkemist.
70;consumable;Drakens vishet;;10+;;Varaktighet 720 · Cooldown 1 dag 12 timmar;-;+30 Inlärningsförmåga;Alkemi 4;2 x Drakklo, 2 x Drakfjäll;;0;800;;;;
91;consumable;Liten Svart Tinktur;;10+;;Cooldown 0 sekunder;-;+20 Provokation;;;;;;;;;
100;consumable;Droppar av Fokus;;10+;;Cooldown 0 sekunder;-;+5 yxor, +5 svärd, +5 hammare, +5 stavar, +5 sköldar, +5 stickvapen, +5 kättingvapen, +5 Obeväpnat;;;;;;;;;
99;consumable;Droppar av Adrenalin;;10+;;Cooldown 0 sekunder;-;+5 Uthållighet;;;;;;;;;
97;consumable;Heroisk Olja;;10+;;Cooldown 0 sekunder;-;+20 Ledarskap;;;;;;;;;
11;consumable;Goblinsk svampgryta;;10+;700;Varaktighet 90 · Cooldown 0 sekunder;-;+2% Perfekt träff, +8 Initiativstyrka, +3 Undvika anfall, +10 Provokation;Alkemi 4;1 x Goblinsk svartsopp;;0;1000;;;;En mörk svampgryta kokad på goblinsk svartsopp enligt alla de gamla knepen. Sägs förvandla den vekaste lilla goblin till en best att frukta i strid.
95;consumable;Heroiska Droppar;;10+;;Cooldown 0 sekunder;-;+30 Ledarskap;;;;;;;;;
65;consumable;Utmärkt utvunnet elementextrakt;;10+;;Varaktighet 1440 · Cooldown 0 sekunder;-;+2 Bashälsa, +2 Styrka, +2 Uthållighet, +2 Initiativstyrka, +2 Undvika anfall;Alkemi 5;2 x Elementsav;;0;600;;;;
225;consumable;En kallsmidd dryck;;10+;;Varaktighet 60 · Cooldown 0 sekunder;Kräver att du är ung, medelålders, gammal eller uråldrig;+5% Bashälsa, +5% Styrka, +5% Uthållighet, +5% Initiativstyrka, +5% Undvika anfall;;;;;;;;;Denna flaska är uppenbarligen komponerad av en sann mästaralkemist. Dess vidriga textur bekräftar kraften som finns i drycken.Dessvärre anar du att dryckens kyliga textur även förråder att dryckens effekt avtar när den blir upphettad.
6;enchant;Elegant Opak Rubin;;10+;1;-;-;+2% Perfekt träff;;;;;;;;;
7;enchant;Kraftfull Opak Rubin;;10+;1;-;-;-;;;;;;;;;
11;enchant;Balanserad Opak Rubin;;10+;1;-;-;+1% Perfekt träff, -5 Uthållighet;;;;;;;;;
17;enchant;Elegant Opak Safir;;10+;1;-;-;+5 Bashälsa;;;;;;;;;
18;enchant;Kraftfull Opak Safir;;10+;1;-;-;-;;;;;;;;;
19;enchant;Balanserad Opak Safir;;10+;1;-;-;+3 Bashälsa;;;;;;;;;
28;enchant;Elegant Opak Topas;;10+;1;-;-;+3 Undvika anfall;;;;;;;;;
29;enchant;Kraftfull Opak Topas;;10+;1;-;-;-;;;;;;;;;
30;enchant;Balanserad Opak Topas;;10+;1;-;-;+2 Undvika anfall;;;;;;;;;
39;enchant;Elegant Opak Smaragd;;10+;1;-;-;-;;;;;;;;;
41;enchant;Balanserad Opak Smaragd;;10+;1;-;-;-;;;;;;;;;
50;enchant;Elegant Opak Opal;;10+;1;-;-;+5 Styrka;;;;;;;;;
52;enchant;Balanserad Opak Opal;;10+;1;-;-;+3 Styrka;;;;;;;;;
51;enchant;Kraftfull Opak Opal;;10+;1;-;-;+1 Undvika anfall;;;;;;;;;
61;enchant;Elegant Opak Onyx;;10+;1;-;-;+5 Uthållighet;;;;;;;;;
63;enchant;Balanserad Opak Onyx;;10+;1;-;-;+3 Uthållighet;;;;;;;;;
40;enchant;Kraftfull Opak Smaragd;;10+;1;-;-;+3 Initiativstyrka;;;;;;;;;
62;enchant;Kraftfull Opak Onyx;;10+;1;-;-;+3 Uthållighet;;;;;;;;;
123;enchant;Bevandrad Smaragd;;10+;1;-;-;-;;;;;;;;;En mystisk pergamentrulle med tecken som inte liknar något språk du tidigare skådat. Dessutom tycks fraktalerna som täcker pergamentet röra sig och ändra utseende allt eftersom.
124;enchant;Svartalvspergament;;10+;1;-;-;+1 vapenfärdigheten yxor, +1 vapenfärdigheten kättingvapen, +1 vapenfärdigheten hammare, +1 vapenfärdigheten sköldar, +1 vapenfärdigheten stickvapen, +1 vapenfärdigheten stavar, +1 vapenfärdigheten svärd, +1 Undvika anfall, +1 Uthållighet, +1 Initiativstyrka, +1 Bashälsa, +1 Styrka;;;;;;;;;En mycket obehaglig och vid vidrörelse skållhet pergamentrulle. Det känns som om pergamentet kan fatta eld och brinna upp vilken sekund som helst. Ett krusande ljud likt det vid en lägereld hörs från pergamentrullen om man lyssnar noggrant.
207;consumable;Kaptensgrog;;14;30;Varaktighet 120 · Cooldown 0 sekunder;-;+30 Ledarskap;Alkemi 3;1 x Elementsav;;0;300;;;;
208;consumable;Narrens dryck;;14;30;Varaktighet 120 · Cooldown 0 sekunder;-;+20 Provokation;Alkemi 3;1 x Elementsav;;0;300;;;;
209;consumable;Flugsvampstinktur;;14;30;Varaktighet 120 · Cooldown 0 sekunder;-;+1% Perfekt träff, +10 Styrka;Alkemi 3;3 x Blodpint;;0;300;;;;
210;consumable;Marathonessens;;14;30;Varaktighet 120 · Cooldown 0 sekunder;-;+10 Uthållighet;Alkemi 3;3 x Blodpint;;0;300;;;;
212;consumable;Flädersaft;;14;30;Varaktighet 120 · Cooldown 0 sekunder;-;+8 Undvika anfall;Alkemi 3;3 x Blodpint;;0;300;;;;
79;weapon;Glimrande spjut;Spear;15+;270;Skada 8-15 · Krit 16 + (4% till 8%) · Kritchans 0-6% · Hållbarhet 50 · Block/runda 2 · Dual · Vikt 6 · Ench 1;65 Styrka, 115 Stickvapen (rek);+3% Perfekt träff, +3 stickvapen, +3% stickvapen, +3 Initiativstyrka, +3% Undvika anfall, +3 Undvika anfall;;;;;;;;;Metallen i spetsen på detta spjut är uppblandad med silverstoft, vilket gör att den i solljuset glimrar som ytan på en stilla sjö. Få har skådat en bataljon av alver som alla svingar dessa glimrande spjut, men de som har sett det glömmer aldrig synen.
139;weapon;Blodspiska;Chain;15+;400;Skada 3-19 · Krit 20 + (50% till 90%) · Kritchans 0-10% · Hållbarhet 41 · Block/runda 2 · Dual · Vikt 4 · Ench 1;80 Styrka, 130 Kättingvapen (rek);+4% Perfekt träff, -10 Bashälsa, +15 Styrka;;;;;;;;;Lädret i denna piska har behandlats med blod enligt metoder som länge setts som osmakliga. Resultatet är ett djupmörkt material med en omisskännlig järnlukt, och ett vapen som fruktas på arenans sand.
766;weapon;Stylitstav;Stave;15+;250;Skada 13-15 · Krit 16 + (10% till 10%) · Kritchans 0-7% · Hållbarhet 106 · Block/runda 2 · 2H · Vikt 7 · Ench 2;80 Styrka, 115 Stavar (rek);+1% Perfekt träff, +5 stavar, +10 Undvika anfall;;;;;;;;;Styliterna var ett slags eremiter och asketer som valde att leva sina liv på isolerade platser, främst högt uppe på pelare där de tvingades att vara isolerade och sitta still och meditera. Vissa av dem hade långa käppar som hjälpmedel för att utföra olika praktiska sysslor, och denna stav är tillverkad i samma stil som dessa.
138;weapon;Vargpiska;Chain;15+;280;Skada 7-14 · Krit 15 + (40% till 80%) · Kritchans 0-9% · Hållbarhet 87 · Block/runda 2 · Dual · Vikt 5 · Ench 1;170 Styrka, 120 Kättingvapen (rek);+3% Perfekt träff, -5 Uthållighet;;;;;;;;;Ett fruktat vapen som många svartblod dras till då svansen, som består av en lång kedja, är tyngre än på en vanlig kedja och därför besvärlig för rödblod att använda effektivt. Svartblodens i regel kraftfullare muskulatur lämpar sig dock väl för ändamålet, och det är ett bonus att skadorna vapnet orsakar också kan vara brutala. Varför den kallas för ”vargpiska” är oklart.
505;weapon;Blodförstärkt nattspjut;Spear;15+;270;Skada 5-18 · Krit 19 + (1% till 5%) · Kritchans 0-5% · Hållbarhet 42 · Block/runda 2 · Dual · Vikt 7 · Ench 1;90 Styrka, 135 Stickvapen (rek);+15 stickvapen, -15 Bashälsa, +15 Initiativstyrka;;;;;;;;;Enligt legenden har dessa makabra spjut skapats av hemliga, moraliskt tveksamma, alviska seder djupt inne i den tusenåriga skogen.Något som Kajsa själv ogärna pratar närmre om men är något som ger spjuten både en mystiskt aura och gör dem påtagligt dödliga vapen på arenans sand.
687;weapon;Välvårdad gladiatorstav;Stave;15+;200;Skada 12-19 · Krit 20 + (10% till 10%) · Kritchans 0-8% · Hållbarhet 106 · Block/runda 2 · 2H · Vikt 10 · Ench 2;95 Styrka, 115 Stavar (rek);+10 stavar, +5 Undvika anfall, +5 Inlärningsförmåga;Vapensmide 3;1 x Svart valnöt;1 x Gladiatorstav;0;1500;;;;Inga kompromisser men heller inget överflöd.En stabil stav som fungerar lika väl för den erfarne, som för nybörjaren. Köp den för en resonlig summa mynt och Gladiatorstaven kommer inte svika dig i striden.
57;weapon;Tvåhandssvärd;Sword;15+;290;Skada 20-24 · Krit 25 + (1% till 5%) · Kritchans 0-7% · Hållbarhet 120 · Block/runda 2 · 2H · Vikt 13 · Ench 2;115 Styrka, 100 Svärd (rek);+5% svärd, +15 Undvika anfall;Vapensmide 3;2 x Ekträ, 2 x Järn, 2 x Alvsilver;;0;1800;;;;Ett av de mer ikoniska vapnen för gladiatorer. Tvåhandssvärdet representerar mycket en sann gladiator värderar – styrka, hårdhet, och ett inneboende hot om extremt våld.Många framgångsrika gladiatorer har klättrat mot berömdheten med detta massiva svärd i sina händer. Blir du nästa?
93;weapon;Riddardolk;Spear;15+;180;Skada 5-10 · Krit 11 + (1% till 5%) · Kritchans 0-4% · Hållbarhet 95 · Block/runda 2 · Dual · Vikt 3 · Ench 1;60 Styrka, 125 Stickvapen (rek);+7 Bashälsa, +7 Undvika anfall;;;;;;;;;Riddare stred ofta till häst men bar även närstridsvapen som hammare eller svärd, för den eventualiteten att de antingen slogs ner från hästryggen eller mötte motstånd och terräng där hästen inte var det bästa alternativet. Många riddare valde också att ha en dolk på sig, då det är ett ganska effektivt val för att utnyttja glipor i andra riddares tunga rustning.
519;weapon;Offeryxa;Axe;15+;420;Skada 11-19 · Krit 20 + (20% till 30%) · Kritchans 0-4% · Hållbarhet 83 · Block/runda 2 · Dual · Vikt 14 · Ench 1;Kräver att du är av rasen goblin, Kräver att du är av rasen ork, Kräver att du är av rasen troll, 135 Styrka, 105 Yxor (rek);+3% Perfekt träff, -10 Bashälsa, +15 Styrka;;;;;;;;;Yxan har traditionellt använts av de orkiska när stammarna skulle verkställa dödsstraff, göra en offerritual för krigsframgångar eller bara statuera ett exempel. Vapnets skärpa, tyngden i dess slag och stora kraft har med tiden dock gjort vapnet populärt bland även Stenhems gladiatorer. Svartbloden ser dock fortsatt på vapnet och de som bär det med stor respekt.
91;weapon;Alvisk parerdolk;Spear;15+;210;Skada 3-6 · Krit 7 + (1% till 5%) · Kritchans 0-4% · Hållbarhet 108 · Block/runda 2 · Dual · Vikt 1 · Ench 1;Kräver att du är av rasen alv, 25 Styrka, 135 Stickvapen (rek);+2% Perfekt träff, +5 stickvapen, +20 Undvika anfall;;;;;;;;;Ett defensivt vapen som är tillverkat för att stoppa motståndarens vapen i sin bana. Därför är fokus på att göra en stryktålig och hållbar klinga snarare än en som kan orsaka mycket skada. Det går dock förstås ändå att sticka motståndaren med den. Som alla alviska vapen är den mycket lätt och vacker att se på.
221;weapon;Svartblodsdolk;Spear;15+;280;Skada 3-10 · Krit 11 + (1% till 5%) · Kritchans 0-5% · Hållbarhet 93 · Block/runda 2 · Dual · Vikt 4 · Ench 1;Kräver att du är av rasen ork, Kräver att du är av rasen troll, Kräver att du är av rasen goblin, 70 Styrka, 115 Stickvapen (rek);+4% Perfekt träff, +10 stickvapen, +10 Ledarskap;;;;;;;;;Gug importerar dessa dolkar från orkernas hemland, Isvalla. Det är en karg och hård plats, och hantverket i detta vapen representerar brutaliteten i landet självt. Orkhövdingar och militära ledare har för vana att bära liknande vapen, och ju finare dolk en ork bär desto mer sannolikt är det att andra lyssnar på vad hon har att säga.
115;weapon;Stor morgonstjärna;Mace;15+;260;Skada 12-20 · Krit 21 + (10% till 10%) · Kritchans 0-1% · Hållbarhet 91 · Block/runda 2 · Dual · Vikt 17 · Ench 1;145 Styrka, 90 Hammare (rek);-;Vapensmide 3;3 x Ekträ, 3 x Stål;;0;950;;;;Denna fruktade hammare har avslutat många nyblivna gladiatorers karriärer i förtid. Det massiva, spikbeklädda huvudet väger uppemot fem kilo och att bli träffad av det kommer garanterat göra ont. Speciellt uppskattat av svartblod, som generellt är mer brutala i sina stridsstilar.
483;shield;Hydrans lädersköld;Shield;15+;100;Absorption 14 · Hållbarhet 45 · Block/runda 2 · Vikt 10 · Ench 1;70 Styrka, 85 Sköldar (rek);+5 Uthållighet, +10 Initiativstyrka, +5 Undvika anfall;;;;;;;;;En förstärkt träsköld med framsidan täckt av behandlat hydraläder. Står emot de tyngsta attackerna men är fortfarande relativt lätt och smidig.
1025;shield;Bepansrad rosenträsköld;Shield;15+;240;Absorption 21 · Kritchans 0-5% · Hållbarhet 49 · Block/runda 2 · Vikt 7 · Ench 1;105 Styrka, 70 Sköldar (rek);+2% Perfekt träff, +5 Initiativstyrka;Vapensmide 3;3 x Ekträ, 1 x Alvsilver;;0;950;;;;
40;weapon;Orkisk stridsyxa;Axe;15+;210;Skada 5-22 · Krit 23 + (20% till 30%) · Kritchans 0-6% · Hållbarhet 65 · Block/runda 2 · Dual · Vikt 13 · Ench 1;Kräver att du är av rasen ork, 110 Styrka, 115 Yxor (rek);+2% Perfekt träff, +5 Styrka, +5 Initiativstyrka;;;;;;;;;"En gång i tiden smiden i svartstål med hårda slag över en smutsig eld. Enligt orkerna själva blir deras stridsyxor bara bättre med tiden och ju mer de får ""marinera i rödblod"". Därför ärvs de ofta ned mellan generationer av krigare. Detta gör att de orkiska stridsyxorna kan variera kraftigt i kvalité, men deras kraftiga slag förblir desamma."
599;weapon;Hillebard;Spear;15+;240;Skada 20-25 · Krit 26 + (1% till 12%) · Kritchans 0-8% · Hållbarhet 85 · Block/runda 2 · 2H · Vikt 12 · Ench 2;115 Styrka, 105 Stickvapen (rek);+20 Initiativstyrka;Vapensmide 3;2 x Ekträ, 1 x Svart valnöt, 1 x Stål, 1 x Alvsilver;;0;1650;;;;Hillebarden består av ett yxhuvud på ett spjut och kan användas både för att hugga och sticka, tack vare den långa spiken som sitter mitt uppe på huvudet. Det är dock riskabelt att svinga den, då det långa skaftet gör att det tar lång tid att återhämta sig efter varje sving. Därför används den säkrast genom att stöta mot fienden.
685;weapon;Välvårdad svartblodsslaga;Chain;15+;180;Skada 8-38 · Krit 39 + (10% till 25%) · Kritchans 0-7% · Hållbarhet 60 · Block/runda 2 · 2H · Vikt 22 · Ench 2;150 Styrka, 100 Kättingvapen (rek);+5 Bashälsa, +5 Initiativstyrka, +5 Inlärningsförmåga;Vapensmide 3;1 x Svart valnöt;1 x Svartblodsslaga;0;1800;;;;Det eviga putsandet och polerandet har gett resultat, och vapnet tycks svartare än någonsin. Det är som att omhändertagandet förstärkt det inneboende mörkret i vapnet. Fortsätt med det så kommer vapnet aldrig svika dig.
503;weapon;Gudalöst tvåhandssvärd;Sword;15+;1;Skada 19-29 · Krit 30 + (1% till 5%) · Kritchans 0-7% · Hållbarhet 90 · Block/runda 2 · 2H · Vikt 15 · Ench 2;Kräver att du är av rasen människa, 100 Styrka, 100 Svärd (rek);+10 svärd, -10 Bashälsa, +25 Styrka;;;;;;;;;Dessa svärd tas endast fram på förfrågan av Kajsa och förvaras inlidande i ett tygstycke till dess att de fått en ägare tilldelad.Ett lågmält viskande hörs från tygstycket och det vägrar ägandeskap från någonting annat än människor som svurit sig fria från religiösa sällskap … vem du istället svär dig till genom att äga svärdet lär du snart upptäcka.
862;weapon;Rosenträslägga;Mace;15+;315;Skada 13-15 · Krit 16 + (10% till 10%) · Kritchans 0-2% · Hållbarhet 85 · Block/runda 2 · Dual · Vikt 12 · Ench 1;Kräver att du är av rasen människa, Kräver att du är av rasen alv, 75 Styrka, 105 Hammare (rek);+5 hammare, +5 Styrka;;;;;;;;;En elegant men kraftfull hammare smidd av rosenträ från den tusenåriga skogen och förstärkt med alviska silverdetaljer. Dess balans och smidighet gör den lika användbar i strid som den är vacker att beskåda. Rosenträets naturliga mönster sägs bringa tur till sin bärare, men bara om denne för striden med heder.
116;weapon;Gryningshammare;Mace;15+;270;Skada 11-18 · Krit 19 + (10% till 10%) · Kritchans 0-1% · Hållbarhet 95 · Block/runda 2 · Dual · Vikt 17 · Ench 1;135 Styrka, 80 Hammare (rek);+5 Styrka;;;;;;;;;De dvärgiska mästersmederna har talanger som nästan är övernaturliga. Det sägs att de kan arbeta inte bara med vilka material som helst, utan även abstrakta koncept. Denna mytomspunna teknik är förstås en extremt väl bevarad hemlighet, och därför är det svårt att säga om det ligger någon sanning i att denna hammare faktiskt innehåller några av solens första strålar som det sägs. Oavsett hur det ligger till är det en mycket vacker och välbalanserad hammare, och hantverkets kvalitet är odiskutabelt - solljus eller ej.
117;weapon;Enorm klubba;Mace;15+;300;Skada 15-39 · Krit 40 + (1% till 5%) · Kritchans 0-7% · Hållbarhet 95 · Block/runda 2 · 2H · Vikt 29 · Ench 2;185 Styrka, 95 Hammare (rek);-;Vapensmide 3;3 x Granträ, 2 x Ekträ, 1 x Svart valnöt, 1 x Stål, 1 x Alvsilver;;0;1600;;;;Olika gladiatorer väljer olika kampstilar. Vissa satsar på att vara snabbare än sin motståndare, andra tar upp skölden och satsar på att orka längre än sin motståndare. Och vissa väljer att plocka upp det största, tyngsta och klumpigaste vapen de kan hitta och svinga det vilt. För de är den enorma klubban rätt val. Föredrar du råstyrka och kraft över snabbhet och finess? Då kan du sluta leta.
609;weapon;Blodalvsspira;Stave;15+;570;Skada 11-21 · Krit 22 + (10% till 10%) · Kritchans 0-7% · Hållbarhet 90 · Block/runda 2 · 2H · Vikt 10 · Ench 2;Kräver att du är av rasen alv, 110 Styrka, 95 Stavar (rek);+1% Perfekt träff, +15 stavar, -10 Bashälsa, +20 Styrka;;;;;;;;;Detta märkliga vapen används enbart av de som kallas blodalver. Någon typ av magi i spiran lockar ut en animalisk styrka i de alver som använder den, en styrka som inte ofta ses i alvsläktet.Blodalverna försakar de traditionella alviska vägarna och är därför mycket kontroversiella i alviska samhällen.
925;weapon;Välvårdat svartgissel;Chain;15+;190;Skada 11-17 · Krit 18 + (20% till 50%) · Kritchans 0-5% · Hållbarhet 58 · Block/runda 2 · Vikt 14 · Ench 1;140 Styrka, 95 Kättingvapen (rek);+1% Perfekt träff, +5 Styrka, +10 Inlärningsförmåga;Vapensmide 3;1 x Svart valnöt;1 x Svartgissel;0;1500;;;;
926;weapon;Lorariuspiska;Chain;15+;150;Skada 6-17 · Krit 18 + (40% till 80%) · Kritchans 0-10% · Hållbarhet 45 · Block/runda 2 · Dual · Vikt 3 · Ench 1;75 Styrka, 125 Kättingvapen (rek);+3% Perfekt träff, +8 kättingvapen, +5 Uthållighet;;;;;;;;;Piskan får sitt namn från yrket som lorarius, den eller dem som har till uppgift att piska in motvilliga odjur och gladiatorer till att börja slåss i arenan. Att få en lorarius efter sig är förnedrande för alla gladiatorer som ämnar att ha någon typ av heder. I syfte att ytterligare skämma ut gladiatorerna har den yrkesmässiga piskan försetts med stålbjällror på ändrarna, så alla i gladiatorns närhet ska höra och veta att en loraius har behövt kliva in. Piskan som säljs till Stenhems gladiatorer har dock stenhårda läderkulor istället, vilket gör större skada men är aningen mindre förnedrande.
1028;shield;Svartsköld;Shield;15+;240;Absorption 15 · Kritchans 0-1% · Hållbarhet 87 · Block/runda 2 · Vikt 17 · Ench 1;160 Styrka, 50 Sköldar (rek);+11 Bashälsa;Vapensmide 3;2 x Svart valnöt;;0;950;;;;
298;weapon;Goblinsk storslägga;Mace;15+;250;Skada 21-32 · Krit 33 + (1% till 5%) · Kritchans 0-7% · Hållbarhet 100 · Block/runda 2 · 2H · Vikt 20 · Ench 2;Kräver att du är av rasen goblin, 170 Styrka, 100 Hammare (rek);+5 hammare;;;;;;;;;Det är ovanligt att goblinsmeder arbetar med metall, utan de väljer istället sten och trä. Men det finns de som anammat metallurgin, och denna slägga visar potentialen i goblinskt vapensmide. En hammare som är designad för att spela på goblinernas styrka och ringa längd för att maximera kraften i slagen. Den kan orsaka stor skada och är mycket potent i rätt händer.
506;weapon;Välsignad morgonstjärna;Mace;15+;285;Skada 10-17 · Krit 18 + (10% till 10%) · Kritchans 0-1% · Hållbarhet 75 · Block/runda 2 · Dual · Vikt 14 · Ench 1;120 Styrka, 95 Hammare (rek);+6 hammare, +6 Initiativstyrka;;;;;;;;;Ett parti morgonstjärnor som tillverkats och välsignats av en helig order i väst. Sägs bringa lyckosamma strider till sin ägare.Dess fromma ursprung tycks dock ha en något hindrande inverkan på ägaren, som sällan klarar av att svinga vapnet i sin fulla kraft.
